index,cwe_sampled,ground_truth,roberta_label,roberta_confidence,codellama_agreement,deepseek_agreement,codellama_verdict,deepseek_verdict,llm_agreement,gemini_judge_verdict,final_verdict,correct,remediation_provided,latency_s,error
197,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,34.49,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
198,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,56.51,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
199,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,81.7,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
200,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,38.49,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
201,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.5,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
202,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.1,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
203,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,46.42,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
204,CWE-415,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,46.55,
205,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,64.13,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
206,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,38.17,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
207,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
208,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,121.39,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
209,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,92.24,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
210,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,59.39,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
211,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,96.08,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
212,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,64.53,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
213,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,42.5,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
214,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,93.88,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
215,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,64.49,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
216,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,67.98,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
217,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,79.54,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
218,CWE-416,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,82.08,
219,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,45.04,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
220,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,36.64,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
221,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,108.15,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
222,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.57,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
223,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,46.44,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
224,CWE-401,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,106.71,
225,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,52.33,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
226,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,66.69,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
227,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,107.12,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
228,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,47.77,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
229,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,84.83,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
230,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,40.87,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
231,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,disagrees,vulnerable,vulnerable,True,,vulnerable,True,True,110.98,
232,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.09,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
233,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,52.09,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
234,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,109.36,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
235,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,88.13,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
236,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,68.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
237,CWE-125,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,55.02,
238,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,57.76,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
239,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,53.8,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
240,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,52.93,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
241,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,69.67,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
242,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,41.37,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
243,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,96.85,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
244,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,86.89,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
245,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.65,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
246,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.23,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
247,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,55.67,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
248,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.03,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
249,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,64.81,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
250,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,94.38,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
251,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,59.05,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
252,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,47.57,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
253,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,36.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
254,CWE-415,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,79.8,
255,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.34,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
256,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,124.5,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
257,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,49.88,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
258,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,64.56,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
259,CWE-703,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,30.12,
260,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,36.63,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
261,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,38.54,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
262,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,90.72,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
263,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,30.81,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
264,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,81.32,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
265,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,50.0,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
266,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.51,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
267,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,66.05,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
268,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,37.69,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
269,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,49.32,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
270,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,43.4,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
271,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,90.68,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
272,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,32.76,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
273,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,122.06,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
274,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,47.92,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
275,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,85.97,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
276,CWE-476,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,108.91,
277,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,113.93,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
278,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,85.0,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
279,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,72.17,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
280,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,47.13,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
281,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,43.72,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
282,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,111.78,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
283,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,61.48,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
284,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,49.14,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
285,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,44.79,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
286,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,80.1,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
287,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,78.24,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
288,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,38.21,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
289,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,97.62,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
290,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,50.19,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
291,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,113.69,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
292,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,83.66,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
293,CWE-416,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,20.11,
